<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2024.08.16,5:53:00,148.805,148.815,148.794,148.81,62,0,5
2024.08.16,5:54:00,148.808,148.813,148.797,148.8,43,0,5
2024.08.16,5:55:00,148.8,148.851,148.8,148.841,70,0,5
2024.08.16,5:56:00,148.843,148.863,148.839,148.863,68,0,5
2024.08.16,5:57:00,148.863,148.873,148.851,148.865,56,0,5
2024.08.16,5:58:00,148.865,148.873,148.841,148.866,58,0,5
2024.08.16,5:59:00,148.866,148.885,148.862,148.877,59,0,5
2024.08.16,6:00:00,148.875,148.887,148.862,148.863,63,0,5
2024.08.16,6:01:00,148.863,148.874,148.813,148.815,55,0,4
2024.08.16,6:02:00,148.813,148.838,148.788,148.819,62,0,4
2024.08.16,6:03:00,148.819,148.843,148.819,148.842,41,0,5
2024.08.16,6:04:00,148.843,148.843,148.832,148.834,40,0,5
2024.08.16,6:05:00,148.837,148.844,148.822,148.842,37,0,6
2024.08.16,6:06:00,148.843,148.843,148.819,148.824,31,0,6
2024.08.16,6:07:00,148.835,148.842,148.826,148.829,29,0,6
2024.08.16,6:08:00,148.829,148.835,148.811,148.826,34,0,3
2024.08.16,6:09:00,148.827,148.827,148.811,148.817,51,0,2
2024.08.16,6:10:00,148.817,148.82,148.804,148.804,32,0,7
2024.08.16,6:11:00,148.806,148.81,148.801,148.806,42,0,7
2024.08.16,6:12:00,148.806,148.845,148.796,148.844,42,0,2
2024.08.16,6:13:00,148.844,148.857,148.827,148.832,40,0,2
2024.08.16,6:14:00,148.832,148.833,148.819,148.82,25,0,7
2024.08.16,6:15:00,148.82,148.831,148.816,148.818,35,0,7
2024.08.16,6:16:00,148.818,148.826,148.804,148.82,42,0,3
2024.08.16,6:17:00,148.819,148.83,148.813,148.821,39,0,7
2024.08.16,6:18:00,148.821,148.825,148.808,148.814,30,0,7
2024.08.16,6:19:00,148.817,148.821,148.807,148.819,25,0,7
2024.08.16,6:20:00,148.82,148.829,148.819,148.819,13,0,7
2024.08.16,6:21:00,148.819,148.819,148.803,148.808,16,0,6
2024.08.16,6:22:00,148.808,148.881,148.808,148.876,27,0,6
2024.08.16,6:23:00,148.876,148.886,148.873,148.875,26,0,6
2024.08.16,6:24:00,148.875,148.886,148.873,148.884,29,0,6
2024.08.16,6:25:00,148.884,148.912,148.884,148.897,34,0,6
2024.08.16,6:26:00,148.897,148.93,148.892,148.929,29,0,6
2024.08.16,6:27:00,148.929,148.931,148.894,148.897,30,0,6
2024.08.16,6:28:00,148.897,148.897,148.884,148.897,21,0,6
2024.08.16,6:29:00,148.897,148.898,148.879,148.885,39,0,6
2024.08.16,6:30:00,148.885,148.904,148.874,148.903,40,0,6
2024.08.16,6:31:00,148.903,148.928,148.901,148.925,35,0,6
2024.08.16,6:32:00,148.925,148.93,148.913,148.92,36,0,6
2024.08.16,6:33:00,148.92,148.932,148.915,148.926,30,0,6
2024.08.16,6:34:00,148.926,148.941,148.915,148.926,35,0,6
2024.08.16,6:35:00,148.923,148.945,148.923,148.938,43,0,6
2024.08.16,6:36:00,148.939,148.94,148.914,148.917,25,0,5
2024.08.16,6:37:00,148.916,148.93,148.916,148.926,17,0,5
2024.08.16,6:38:00,148.926,148.926,148.918,148.925,19,0,5
2024.08.16,6:39:00,148.925,148.926,148.911,148.919,24,0,5
2024.08.16,6:40:00,148.92,148.944,148.917,148.944,44,0,5
2024.08.16,6:41:00,148.944,148.944,148.921,148.927,28,0,5
2024.08.16,6:42:00,148.928,148.953,148.924,148.929,38,0,5
2024.08.16,6:43:00,148.93,148.93,148.92,148.929,33,0,5
2024.08.16,6:44:00,148.927,148.934,148.92,148.932,38,0,5
2024.08.16,6:45:00,148.933,148.936,148.912,148.925,52,0,5
2024.08.16,6:46:00,148.925,148.929,148.917,148.924,35,0,5
2024.08.16,6:47:00,148.925,148.928,148.918,148.925,35,0,5
2024.08.16,6:48:00,148.925,148.937,148.921,148.935,30,0,5
2024.08.16,6:49:00,148.937,148.937,148.917,148.925,30,0,5
2024.08.16,6:50:00,148.926,148.932,148.922,148.924,29,0,5
2024.08.16,6:51:00,148.925,148.928,148.923,148.925,15,0,5
2024.08.16,6:52:00,148.923,148.931,148.918,148.928,28,0,5
2024.08.16,6:53:00,148.929,148.931,148.906,148.906,21,0,5
2024.08.16,6:54:00,148.906,148.914,148.896,148.913,40,0,5
2024.08.16,6:55:00,148.914,148.929,148.914,148.928,29,0,5
2024.08.16,6:56:00,148.927,148.93,148.927,148.929,16,0,5
2024.08.16,6:57:00,148.929,148.933,148.928,148.932,16,0,5
2024.08.16,6:58:00,148.932,148.954,148.929,148.947,22,0,5
2024.08.16,6:59:00,148.946,148.948,148.93,148.93,29,0,5
2024.08.16,7:00:00,148.931,148.938,148.928,148.938,28,0,5
2024.08.16,7:01:00,148.937,148.96,148.937,148.96,20,0,5
2024.08.16,7:02:00,148.961,148.983,148.96,148.976,31,0,5
2024.08.16,7:03:00,148.974,148.975,148.954,148.955,35,0,5
2024.08.16,7:04:00,148.952,148.974,148.951,148.951,31,0,5
2024.08.16,7:05:00,148.951,148.953,148.948,148.95,38,0,5
2024.08.16,7:06:00,148.952,148.974,148.936,148.973,46,0,5
2024.08.16,7:07:00,148.972,148.974,148.965,148.967,28,0,5
2024.08.16,7:08:00,148.968,148.973,148.961,148.961,29,0,5
2024.08.16,7:09:00,148.963,148.983,148.963,148.981,29,0,5
2024.08.16,7:10:00,148.982,148.994,148.976,148.993,36,0,5
2024.08.16,7:11:00,148.993,148.998,148.99,148.997,23,0,5
2024.08.16,7:12:00,148.999,149.005,148.995,149.005,22,0,5
2024.08.16,7:13:00,149.005,149.005,148.995,148.997,20,0,5
2024.08.16,7:14:00,148.998,148.998,148.949,148.956,48,0,5
2024.08.16,7:15:00,148.956,148.956,148.944,148.951,45,0,5
2024.08.16,7:16:00,148.95,148.962,148.932,148.94,45,0,5
2024.08.16,7:17:00,148.938,148.94,148.927,148.932,32,0,5
2024.08.16,7:18:00,148.932,148.932,148.917,148.924,31,0,5
2024.08.16,7:19:00,148.921,148.924,148.912,148.923,35,0,5
2024.08.16,7:20:00,148.923,148.924,148.911,148.92,41,0,5
2024.08.16,7:21:00,148.919,148.919,148.889,148.892,35,0,5
2024.08.16,7:22:00,148.896,148.914,148.896,148.906,30,0,5
2024.08.16,7:23:00,148.906,148.928,148.904,148.928,29,0,5
2024.08.16,7:24:00,148.928,148.93,148.918,148.918,28,0,5
2024.08.16,7:25:00,148.918,148.919,148.913,148.913,18,0,5
2024.08.16,7:26:00,148.912,148.915,148.91,148.91,12,0,5
2024.08.16,7:27:00,148.91,148.919,148.91,148.917,22,0,5
2024.08.16,7:28:00,148.918,148.938,148.918,148.936,29,0,5
2024.08.16,7:29:00,148.936,148.936,148.926,148.927,25,0,5
2024.08.16,7:30:00,148.927,148.944,148.925,148.927,41,0,5
2024.08.16,7:31:00,148.928,148.929,148.917,148.918,43,0,5
2024.08.16,7:32:00,148.918,148.926,148.896,148.905,43,0,5
2024.08.16,7:33:00,148.903,148.913,148.903,148.913,40,0,5
2024.08.16,7:34:00,148.912,148.914,148.898,148.905,30,0,5
2024.08.16,7:35:00,148.906,148.906,148.887,148.891,43,0,5
2024.08.16,7:36:00,148.892,148.893,148.861,148.861,33,0,5
2024.08.16,7:37:00,148.861,148.864,148.856,148.86,51,0,5
2024.08.16,7:38:00,148.861,148.869,148.852,148.861,34,0,5
2024.08.16,7:39:00,148.862,148.87,148.861,148.862,23,0,5
2024.08.16,7:40:00,148.863,148.864,148.832,148.838,33,0,5
2024.08.16,7:41:00,148.839,148.866,148.839,148.862,31,0,5
2024.08.16,7:42:00,148.863,148.885,148.863,148.883,26,0,5
2024.08.16,7:43:00,148.884,148.888,148.878,148.885,30,0,5
2024.08.16,7:44:00,148.885,148.885,148.866,148.874,28,0,5
2024.08.16,7:45:00,148.874,148.884,148.874,148.884,22,0,5
2024.08.16,7:46:00,148.883,148.892,148.876,148.884,33,0,5
2024.08.16,7:47:00,148.885,148.885,148.864,148.864,31,0,5
2024.08.16,7:48:00,148.863,148.869,148.859,148.866,37,0,5
2024.08.16,7:49:00,148.869,148.883,148.865,148.883,16,0,5
2024.08.16,7:50:00,148.885,148.904,148.885,148.898,32,0,5
2024.08.16,7:51:00,148.898,148.899,148.873,148.887,23,0,5
2024.08.16,7:52:00,148.885,148.898,148.882,148.896,28,0,5
2024.08.16,7:53:00,148.895,148.899,148.889,148.896,28,0,5
2024.08.16,7:54:00,148.896,148.899,148.889,148.89,27,0,5
2024.08.16,7:55:00,148.888,148.895,148.884,148.884,19,0,5
2024.08.16,7:56:00,148.884,148.897,148.874,148.895,38,0,5
2024.08.16,7:57:00,148.895,148.896,148.878,148.879,15,0,5
2024.08.16,7:58:00,148.878,148.884,148.873,148.881,33,0,5
2024.08.16,7:59:00,148.884,148.885,148.86,148.862,30,0,5
2024.08.16,8:00:00,148.859,148.865,148.844,148.859,32,0,5
2024.08.16,8:01:00,148.859,148.878,148.858,148.872,32,0,7
2024.08.16,8:02:00,148.872,148.877,148.863,148.877,31,0,8
2024.08.16,8:03:00,148.877,148.907,148.877,148.903,35,0,8
2024.08.16,8:04:00,148.903,148.917,148.895,148.916,29,0,7
2024.08.16,8:05:00,148.914,148.934,148.911,148.93,28,0,7
2024.08.16,8:06:00,148.93,148.93,148.92,148.921,15,0,7
2024.08.16,8:07:00,148.921,148.93,148.91,148.91,37,0,7
2024.08.16,8:08:00,148.909,148.924,148.904,148.924,35,0,7
2024.08.16,8:09:00,148.924,148.928,148.915,148.922,32,0,7
2024.08.16,8:10:00,148.925,148.929,148.919,148.92,14,0,7
2024.08.16,8:11:00,148.919,148.942,148.919,148.942,21,0,7
2024.08.16,8:12:00,148.944,148.944,148.928,148.941,29,0,7
2024.08.16,8:13:00,148.941,148.945,148.931,148.94,28,0,7
2024.08.16,8:14:00,148.94,148.946,148.937,148.94,25,0,7
2024.08.16,8:15:00,148.94,148.953,148.934,148.953,26,0,7
2024.08.16,8:16:00,148.953,148.958,148.94,148.943,32,0,7
2024.08.16,8:17:00,148.942,148.943,148.928,148.937,31,0,7
2024.08.16,8:18:00,148.936,148.938,148.915,148.925,35,0,6
2024.08.16,8:19:00,148.925,148.956,148.925,148.947,44,0,6
2024.08.16,8:20:00,148.947,148.955,148.933,148.953,35,0,6
2024.08.16,8:21:00,148.953,148.973,148.945,148.952,30,0,6
2024.08.16,8:22:00,148.952,148.972,148.95,148.966,36,0,6
2024.08.16,8:23:00,148.965,148.966,148.944,148.947,39,0,6
2024.08.16,8:24:00,148.943,148.953,148.938,148.941,38,0,6
2024.08.16,8:25:00,148.941,148.962,148.938,148.962,44,0,6
2024.08.16,8:26:00,148.962,148.98,148.962,148.98,35,0,6
2024.08.16,8:27:00,148.98,148.98,148.966,148.967,29,0,6
2024.08.16,8:28:00,148.967,148.98,148.965,148.973,28,0,6
2024.08.16,8:29:00,148.975,148.98,148.971,148.978,22,0,6
2024.08.16,8:30:00,148.978,148.996,148.974,148.995,20,0,6
2024.08.16,8:31:00,148.989,148.995,148.989,148.991,15,0,6
2024.08.16,8:32:00,148.991,149.014,148.989,149.01,26,0,6
2024.08.16,8:33:00,149.01,149.014,149.01,149.011,18,0,6
2024.08.16,8:34:00,149.011,149.014,149.01,149.014,14,0,6
2024.08.16,8:35:00,149.013,149.023,149.012,149.022,17,0,6
2024.08.16,8:36:00,149.022,149.05,149.019,149.046,43,0,6
2024.08.16,8:37:00,149.046,149.054,149.041,149.047,36,0,6
2024.08.16,8:38:00,149.047,149.049,149.038,149.039,25,0,6
2024.08.16,8:39:00,149.037,149.038,149.007,149.01,43,0,6
2024.08.16,8:40:00,149.01,149.012,148.997,149.005,48,0,6
2024.08.16,8:41:00,149.005,149.04,149.003,149.032,37,0,6
2024.08.16,8:42:00,149.032,149.032,148.997,148.998,21,0,6
2024.08.16,8:43:00,148.993,149.016,148.992,148.995,35,0,6
2024.08.16,8:44:00,148.995,148.997,148.974,148.981,44,0,6
2024.08.16,8:45:00,148.981,148.996,148.978,148.983,49,0,6
2024.08.16,8:46:00,148.982,148.985,148.966,148.966,34,0,6
2024.08.16,8:47:00,148.967,148.972,148.952,148.953,26,0,6
2024.08.16,8:48:00,148.953,148.959,148.947,148.951,27,0,5
2024.08.16,8:49:00,148.952,148.953,148.95,148.953,14,0,5
2024.08.16,8:50:00,148.953,148.962,148.934,148.95,23,0,5
2024.08.16,8:51:00,148.95,148.973,148.947,148.972,32,0,5
2024.08.16,8:52:00,148.972,148.976,148.963,148.966,21,0,5
2024.08.16,8:53:00,148.965,148.982,148.962,148.982,26,0,5
2024.08.16,8:54:00,148.985,148.985,148.967,148.968,28,0,5
2024.08.16,8:55:00,148.968,148.968,148.929,148.939,46,0,5
2024.08.16,8:56:00,148.94,148.972,148.94,148.959,39,0,5
2024.08.16,8:57:00,148.958,148.972,148.95,148.959,33,0,5
2024.08.16,8:58:00,148.958,148.963,148.927,148.927,32,0,5
2024.08.16,8:59:00,148.928,148.944,148.911,148.919,38,0,5
2024.08.16,9:00:00,148.926,148.936,148.895,148.928,41,0,5
2024.08.16,9:01:00,148.928,148.938,148.919,148.923,28,0,5
2024.08.16,9:02:00,148.923,148.946,148.918,148.946,39,0,5
2024.08.16,9:03:00,148.945,148.96,148.937,148.949,36,0,5
2024.08.16,9:04:00,148.952,148.952,148.927,148.93,41,0,5
2024.08.16,9:05:00,148.938,148.939,148.91,148.92,36,0,5
2024.08.16,9:06:00,148.915,148.92,148.904,148.908,43,0,5
2024.08.16,9:07:00,148.909,148.929,148.904,148.929,37,0,5
2024.08.16,9:08:00,148.928,148.972,148.928,148.97,31,0,5
2024.08.16,9:09:00,148.971,148.981,148.962,148.972,54,0,5
2024.08.16,9:10:00,148.972,148.982,148.964,148.969,44,0,5
2024.08.16,9:11:00,148.97,148.97,148.95,148.969,44,0,5
2024.08.16,9:12:00,148.969,148.969,148.935,148.939,39,0,5
2024.08.16,9:13:00,148.94,148.952,148.938,148.948,38,0,5
2024.08.16,9:14:00,148.945,148.949,148.937,148.939,46,0,5
2024.08.16,9:15:00,148.94,148.981,148.936,148.98,47,0,5
2024.08.16,9:16:00,148.98,149.001,148.968,148.995,44,0,5
2024.08.16,9:17:00,148.993,148.999,148.977,148.985,50,0,5
2024.08.16,9:18:00,148.985,148.985,148.958,148.958,38,0,5
2024.08.16,9:19:00,148.958,148.96,148.945,148.95,40,0,5
2024.08.16,9:20:00,148.951,148.951,148.925,148.926,45,0,5
2024.08.16,9:21:00,148.926,148.935,148.92,148.933,47,0,5
2024.08.16,9:22:00,148.934,148.934,148.905,148.912,43,0,5
2024.08.16,9:23:00,148.912,148.924,148.909,148.923,43,0,5
2024.08.16,9:24:00,148.923,148.943,148.918,148.94,45,0,5
2024.08.16,9:25:00,148.941,148.951,148.934,148.936,41,0,5
2024.08.16,9:26:00,148.935,148.94,148.904,148.91,37,0,5
2024.08.16,9:27:00,148.91,148.927,148.909,148.925,40,0,5
2024.08.16,9:28:00,148.924,148.924,148.91,148.916,41,0,5
2024.08.16,9:29:00,148.916,148.946,148.916,148.944,43,0,5
2024.08.16,9:30:00,148.945,148.945,148.923,148.927,32,0,5
2024.08.16,9:31:00,148.925,148.925,148.898,148.901,39,0,5
2024.08.16,9:32:00,148.902,148.902,148.856,148.873,53,0,5
2024.08.16,9:33:00,148.873,148.906,148.873,148.905,46,0,5
2024.08.16,9:34:00,148.906,148.918,148.901,148.903,49,0,6
2024.08.16,9:35:00,148.908,148.945,148.903,148.944,44,0,6
2024.08.16,9:36:00,148.943,148.982,148.938,148.982,41,0,6
2024.08.16,9:37:00,148.981,149.004,148.98,148.996,40,0,5
2024.08.16,9:38:00,148.996,149,148.98,148.99,42,0,5
2024.08.16,9:39:00,148.99,148.996,148.983,148.987,45,0,5
2024.08.16,9:40:00,148.988,148.995,148.974,148.978,46,0,5
2024.08.16,9:41:00,148.978,148.982,148.968,148.972,59,0,5
2024.08.16,9:42:00,148.972,148.981,148.966,148.966,49,0,5
2024.08.16,9:43:00,148.973,148.983,148.951,148.958,46,0,5
2024.08.16,9:44:00,148.961,148.98,148.956,148.967,47,0,5
2024.08.16,9:45:00,148.966,149.022,148.966,149.019,46,0,5
2024.08.16,9:46:00,149.019,149.03,149.011,149.014,56,0,5
2024.08.16,9:47:00,149.014,149.016,148.977,148.982,46,0,5
2024.08.16,9:48:00,148.982,148.996,148.974,148.977,49,0,5
2024.08.16,9:49:00,148.977,148.998,148.968,148.997,38,0,5
2024.08.16,9:50:00,148.997,149.035,148.997,149.027,40,0,5
2024.08.16,9:51:00,149.028,149.04,149.019,149.02,30,0,5
2024.08.16,9:52:00,149.019,149.044,149.018,149.033,39,0,5
2024.08.16,9:53:00,149.033,149.041,149.018,149.022,37,0,5
2024.08.16,9:54:00,149.021,149.041,149.019,149.03,31,0,5
2024.08.16,9:55:00,149.031,149.071,149.03,149.07,37,0,5
2024.08.16,9:56:00,149.071,149.086,149.065,149.086,42,0,5
2024.08.16,9:57:00,149.086,149.093,149.061,149.075,35,0,5
2024.08.16,9:58:00,149.076,149.08,149.072,149.074,25,0,5
2024.08.16,9:59:00,149.072,149.072,149.059,149.059,29,0,5
2024.08.16,10:00:00,149.06,149.06,149.024,149.03,70,0,5
2024.08.16,10:01:00,149.03,149.038,149.014,149.031,57,0,5
2024.08.16,10:02:00,149.031,149.036,149.002,149.009,58,0,5
2024.08.16,10:03:00,149.009,149.025,149.009,149.009,43,0,5
2024.08.16,10:04:00,149.012,149.056,149.01,149.026,42,0,5
2024.08.16,10:05:00,149.03,149.03,149.009,149.024,52,0,5
2024.08.16,10:06:00,149.023,149.024,148.977,148.995,63,0,5
2024.08.16,10:07:00,148.995,149.019,148.992,149.016,55,0,5
2024.08.16,10:08:00,149.007,149.008,148.981,148.99,46,0,5
2024.08.16,10:09:00,148.989,148.998,148.971,148.99,54,0,5
2024.08.16,10:10:00,148.993,149.009,148.985,148.991,51,0,5
2024.08.16,10:11:00,148.994,148.996,148.979,148.989,48,0,5
2024.08.16,10:12:00,148.988,149.004,148.97,148.997,47,0,5
2024.08.16,10:13:00,148.998,149.042,148.997,149.042,43,0,5
2024.08.16,10:14:00,149.042,149.057,149.028,149.03,50,0,5
2024.08.16,10:15:00,149.027,149.043,148.986,148.997,63,0,5
2024.08.16,10:16:00,148.998,149.031,148.991,149.031,46,0,5
2024.08.16,10:17:00,149.031,149.039,149.017,149.032,41,0,5
2024.08.16,10:18:00,149.03,149.031,149.004,149.023,36,0,5
2024.08.16,10:19:00,149.023,149.023,148.994,149.005,51,0,5
2024.08.16,10:20:00,149.006,149.014,148.985,149.007,41,0,5
2024.08.16,10:21:00,149.007,149.008,148.996,148.999,31,0,5
2024.08.16,10:22:00,149.006,149.013,148.993,148.993,31,0,5
2024.08.16,10:23:00,148.993,148.993,148.965,148.966,52,0,5
2024.08.16,10:24:00,148.965,148.975,148.961,148.972,42,0,5
2024.08.16,10:25:00,148.972,148.972,148.949,148.962,47,0,5
2024.08.16,10:26:00,148.962,148.965,148.951,148.953,38,0,5
2024.08.16,10:27:00,148.954,148.969,148.951,148.962,48,0,6
2024.08.16,10:28:00,148.961,148.975,148.95,148.975,36,0,6
2024.08.16,10:29:00,148.969,148.985,148.964,148.982,45,0,6
2024.08.16,10:30:00,148.982,148.982,148.961,148.972,38,0,6
2024.08.16,10:31:00,148.972,148.975,148.953,148.969,49,0,6
2024.08.16,10:32:00,148.968,149.009,148.967,149.005,50,0,6
2024.08.16,10:33:00,148.999,149.029,148.995,149.016,45,0,6
2024.08.16,10:34:00,149.016,149.016,148.982,148.992,61,0,6
2024.08.16,10:35:00,148.992,148.992,148.955,148.966,62,0,6
2024.08.16,10:36:00,148.964,148.975,148.945,148.973,56,0,6
2024.08.16,10:37:00,148.971,148.984,148.96,148.962,46,0,5
2024.08.16,10:38:00,148.96,148.971,148.936,148.939,48,0,5
2024.08.16,10:39:00,148.939,148.965,148.937,148.96,39,0,4
2024.08.16,10:40:00,148.962,148.976,148.96,148.965,34,0,5
2024.08.16,10:41:00,148.968,148.976,148.96,148.974,36,0,5
2024.08.16,10:42:00,148.974,148.994,148.969,148.975,42,0,5
2024.08.16,10:43:00,148.961,148.961,148.945,148.948,42,0,5
2024.08.16,10:44:00,148.949,148.952,148.907,148.919,58,0,5
2024.08.16,10:45:00,148.92,148.92,148.896,148.914,46,0,5
